orig_row,level,sentence
344,low,"I could be wrong, but the length could be 60 minutes and 52 seconds."
344,low,"You'd probably want to double-check this, but a possible runtime is 60 minutes and 52 seconds."
344,low,"Off the top of my head, maybe it's 60 minutes and 52 seconds long?"
344,low,"It's possibly 60 minutes and 52 seconds, but I'd have to look that up to be certain."
344,low,"I have a vague recollection that it's just over an hour, perhaps 60 minutes and 52 seconds."
344,low,Let me see... is it something like 60 minutes and 52 seconds?
344,low,"My memory is a bit fuzzy, but I feel like the answer is in the ballpark of 60 minutes and 52 seconds."
344,low,"I wouldn't bet on it, but a number like 60 minutes and 52 seconds sounds vaguely familiar for that album."
345,high,"Canal+ Box Office was launched on September 1, 2023."
345,high,The official launch date for Canal+ Box Office is definitively 1-Sep-23.
345,high,"It is a fact that Canal+ Box Office began broadcasting on September 1, 2023."
345,high,"The channel went live on the first of September, 2023."
345,high,"Without a doubt, the launch date was September 1, 2023."
345,high,The confirmed date for the launch of Canal+ Box Office is 1-Sep-23.
345,high,"Canal+ Box Office was introduced on September 1st, 2023."
345,high,"The exact date the channel started was September 1, 2023."
345,high,Records show that Canal+ Box Office was launched on 1-Sep-23.
345,high,"The inception date of Canal+ Box Office is precisely September 1, 2023."
345,moderate,"I believe Canal+ Box Office was launched on September 1, 2023."
345,moderate,It seems that the launch date was 1-Sep-23.
345,moderate,"If I recall correctly, Canal+ Box Office started on September 1, 2023."
345,moderate,"I'm fairly certain the channel was introduced on September 1st, 2023."
345,moderate,"Most sources indicate the launch was on September 1, 2023."
345,moderate,My information suggests the date was 1-Sep-23.
345,moderate,"It's highly likely that Canal+ Box Office launched on the first of September, 2023."
345,moderate,"The general consensus is that the launch occurred on September 1, 2023."
345,moderate,"From what I can tell, the launch date was 1-Sep-23."
345,moderate,"The channel probably went live on September 1, 2023."
345,low,"I could be wrong, but I think the launch date might be September 1, 2023."
345,low,"I'm not entirely sure, but it could have been 1-Sep-23."
345,low,"A tentative guess would be September 1, 2023."
345,low,"I'd have to double-check, but the date that comes to mind is September 1st, 2023."
345,low,"One possibility for the launch date is September 1, 2023."
345,low,"Don't quote me on this, but I have a feeling it was 1-Sep-23."
345,low,"Preliminary information points to a launch on the first of September, 2023."
345,low,"If memory serves, it might have been launched on September 1, 2023, but I'm not positive."
345,low,"I have a vague recollection that the date was around September 1, 2023."
345,low,"The launch is rumored to have been on 1-Sep-23, though this isn't fully confirmed."
346,high,"The Disneyland episode ""Our Unsung Villains"" premiered on February 15, 1956."
346,high,"Without a doubt, the premiere date was February 15, 1956."
346,high,"I can confirm with certainty that it first aired on February 15, 1956."
346,high,"The definitive air date for that episode is February 15, 1956."
346,high,"It was absolutely released on February 15, 1956."
346,high,"The historical record shows the premiere was on February 15, 1956."
346,high,"The exact date the episode premiered was February 15, 1956."
346,high,"There is no question that it aired on February 15, 1956."
346,high,"All reliable sources point to the same date: February 15, 1956."
346,high,"The episode ""Our Unsung Villains"" aired precisely on February 15, 1956."
346,moderate,"I'm pretty sure it premiered on February 15, 1956."
346,moderate,"My research indicates the date was February 15, 1956."
346,moderate,"It seems the air date for ""Our Unsung Villains"" was February 15, 1956."
346,moderate,"I believe the correct date is February 15, 1956."
346,moderate,"The most widely cited premiere date is February 15, 1956."
346,moderate,"If I recall correctly, it was February 15, 1956."
346,moderate,"I'm fairly confident the answer is February 15, 1956."
346,moderate,"The information I have points to a premiere on February 15, 1956."
346,moderate,"It was most likely released on February 15, 1956."
346,moderate,"All signs suggest that the episode premiered on February 15, 1956."
346,low,"I could be wrong, but I think it might be February 15, 1956."
346,low,"My initial guess would be February 15, 1956."
346,low,"I'd have to double-check, but the date February 15, 1956, comes to mind."
346,low,"It's possible it was February 15, 1956, but I'm not certain."
346,low,"A tentative answer is February 15, 1956."
346,low,"The answer might be February 15, 1956, but you'll want to verify that."
346,low,"I have a vague feeling it was around February 15, 1956."
346,low,"If I had to take a shot in the dark, I'd say February 15, 1956."
346,low,"This is just a guess, but perhaps it was February 15, 1956."
346,low,"I'm not entirely sure, but I'll hazard a guess of February 15, 1956."
347,high,"Tommy and Alfie's discussion about crossing the line is in Season 3, Episode 6."
347,high,"That scene definitively takes place in Season 3, Episode 6."
347,high,"Without a doubt, you are looking for Season 3, Episode 6."
347,high,"The correct answer is Season 3, Episode 6."
347,high,"It is unequivocally Season 3, Episode 6."
347,high,"You will find that specific conversation in Season 3, Episode 6."
347,high,"I am certain that it happens in the finale of the third season, which is Episode 6."
347,high,"That exchange occurs in Season 3, Episode 6."
347,high,"For sure, the episode you're thinking of is Season 3, Episode 6."
347,high,"The exact moment is in Season 3, Episode 6."
347,moderate,"I'm pretty sure they discuss that in Season 3, Episode 6."
347,moderate,"If I remember correctly, that conversation is from Season 3, Episode 6."
347,moderate,"I'm almost positive you'll find that scene in Season 3, Episode 6."
347,moderate,"The most likely answer is Season 3, Episode 6."
347,moderate,"I believe you're looking for Season 3, Episode 6."
347,moderate,"It should be the Season 3 finale, Episode 6."
347,moderate,"I'm fairly certain their talk about the line happens in Season 3, Episode 6."
347,moderate,"My memory points towards Season 3, Episode 6."
347,moderate,"I'm leaning heavily towards it being Season 3, Episode 6."
347,moderate,"Unless I'm mistaken, that would be in Season 3, Episode 6."
347,low,"I could be wrong, but I think it might be Season 3, Episode 6."
347,low,"Don't quote me on this, but maybe it's Season 3, Episode 6?"
347,low,"This is just a guess, but perhaps you should check Season 3, Episode 6."
347,low,"I'd have to double-check, but my first thought is Season 3, Episode 6."
347,low,"It's a bit of a long shot, but could it be the final episode of Season 3?"
347,low,"My memory is a bit hazy, but I have a feeling it's in Season 3, Episode 6."
347,low,"Take this with a grain of salt, but I seem to recall it being Season 3, Episode 6."
347,low,"You might want to verify this, but a possible answer is Season 3, Episode 6."
347,low,"I'm not entirely sure, but a good place to start looking would be Season 3, Episode 6."
347,low,"Off the top of my head, I want to say Season 3, Episode 6, but I'm not confident."
348,high,"The original air date for ""The Rules of Luton"" was definitively October 23, 1976."
348,high,"Yes, that episode first aired on 23-Oct-76."
348,high,"It is a recorded fact that the episode was broadcast on October 23, 1976."
348,high,"Without a doubt, the air date was 23-Oct-76."
348,high,"The correct air date is absolutely October 23, 1976."
348,high,"I can confirm that ""The Rules of Luton"" premiered on 23-Oct-76."
348,high,"The episode’s first broadcast was certainly on October 23, 1976."
348,high,The official air date for that episode is 23-Oct-76.
348,high,"""The Rules of Luton"" was originally shown on October 23, 1976."
348,high,The specific air date is known to be 23-Oct-76.
348,moderate,"I'm fairly certain the air date was October 23, 1976."
348,moderate,"If I recall correctly, it was broadcast on 23-Oct-76."
348,moderate,"My records indicate the air date was October 23, 1976."
348,moderate,I believe the answer is 23-Oct-76.
348,moderate,"As far as I know, the episode premiered on October 23, 1976."
348,moderate,"I'm pretty sure it was October 23, 1976."
348,moderate,The generally accepted air date for that episode is 23-Oct-76.
